brand,name,price,concentration,gender,scents,base_note,middle_note,Gender_encoded,scent_strength,price_normalized,notes_diversity,base_note_0,base_note_1,base_note_2,base_note_3,base_note_4,base_note_5,base_note_6,base_note_7,base_note_8,base_note_9,base_note_10,base_note_11,middle_note_0,middle_note_1,middle_note_2,middle_note_3,middle_note_4,middle_note_5,middle_note_6,middle_note_7,middle_note_8,middle_note_9,middle_note_10,middle_note_11
Calvin Klein,Eternity,100.0,EDT,Men,Floral,"Sandalwood, Amber, Musk, Vetiver and Brazilian Rosewood","Coriander, Lily, Orange Blossom, Juniper Berries, Basil, Jasmine, Sage, Lily-of-the-Valley and Geranium",1,1,0.10522512506948305,16,Salwood,Sandalwood,Amber,Musk,Vetiver,Brazilian Rosewood,,,,,,,Cori,er,Lily,Orange Blossom,Juniper Berries,Basil,Jasmine,Sage,Lily-of-the-Valley,Geranium,,
Juicy Couture,Viva La Juicy Noir,144.45,EDP,Women,Fruity,"Amber, Caramel, Vanilla And Sandalwood","Gardenia, Honeysuckle And Jasmine",0,2,0.1546414674819344,6,Amber,Caramel,Vanilla  S,Sandalwood,,,,,,,,,Gardenia,Honeysuckle  Jasmine,,,,,,,,,,
PACO RABANNE,Lady Million,210.0,EDP,Women,Floral,Gardenia,Arabic Jasmine and African Orange Flower,0,2,0.22751528627015008,3,Gardenia,,,,,,,,,,,,Arabic Jasmine,African Orange Flower,,,,,,,,,,
Giorgio Beverly Hills,giorgio,120.0,EDT,Women,Floral,"Sandalwood, Patchouli, Vanilla, Amber, Cedar, Oakmoss, Musk","Ylang-ylang, Seductive Tuberose, Gardenia, Jasmine, Rose, Orchid",0,1,0.1274596998332407,14,Salwood,Sandalwood,Patchouli,Vanilla,Amber,Cedar,Oakmoss,Musk,,,,,Ylang-ylang,Seductive Tuberose,Gardenia,Jasmine,Rose,Orchid,,,,,,
Guerlain,Idylle,256.0,EDP,Women,Floral,Amber Accord and Sandalwood,"Magnolia, Jasmine and Ylang Ylang",0,2,0.27865480822679267,6,Amber Accord,Salwood,Sandalwood,,,,,,,,,,Magnolia,Jasmine,Ylang Ylang,,,,,,,,,
Yves Saint Laurent,Libre,410.0,EDP,Women,Floral,"Amber, Vanilla, Ambergris, Musk","Orange Blossom, Jasmine, Lavender",0,2,0.44986103390772647,7,Amber,Vanilla,Ambergris,Musk,,,,,,,,,Orange Blossom,Jasmine,Lavender,,,,,,,,,
Jean Paul GAULTIER,Scandal,288.0,EDP,Women,Floral,"Patchouli, Beeswax, Caramel, Licorice","Honey, Gardenia, Jasmine, Orange Blossom, Peach",0,2,0.3142301278488049,9,Patchouli,Beeswax,Caramel,Licorice,,,,,,,,,Honey,Gardenia,Jasmine,Orange Blossom,Peach,,,,,,,
BURBERRY,Mr. Burberry,179.95,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin and Cinnamon","Lavender, Cedar, Nutmeg",1,2,0.19410783768760423,10,Patchouli,Amber,Salwood,Sandalwood,Vetiver,Benzoin,Cinnamon,,,,,,Lavender,Cedar,Nutmeg,,,,,,,,,
Ajmal,Raindrops,47.95,EDP,Women,Fruity,Floral Ambery Woody,Animalistic Floral,0,2,0.04735964424680378,2,Floral Ambery Woody,,,,,,,,,,,,Animalistic Floral,,,,,,,,,,,
GUCCI,Guilty Absolute,332.3,EDP,Women,Spicy,"Patchouli, Amber","Vetiver, Cypress, Bulgarian Rose, Woody Notes",0,2,0.36347971095052806,6,Patchouli,Amber,,,,,,,,,,,Vetiver,Cypress,Bulgarian Rose,Woody Notes,,,,,,,,
BURBERRY,Mr. Burberry,200.0,EDP,Men,Woody,"Patchouli, Amber, Sandalwood, Vetiver, Benzoin Cinnamon","Lavender, Cedar, Nutmeg",1,2,0.21639799888827127,9,Patchouli,Amber,Salwood,Sandalwood,Vetiver,Benzoin Cinnamon,,,,,,,Lavender,Cedar,Nutmeg,,,,,,,,,
J.CASANOVA,ICQ,76.3,EDT,Men,Fresh,"Wood, Cedar Wood, Patchouli, Animal, Sandalwood","Floral, Ylang-Ylang, Jasmin, Cyclamen, Rosewood",1,1,0.07887715397443024,11,Wood,Cedar Wood,Patchouli,Animal,Salwood,Sandalwood,,,,,,,Floral,Ylang-Ylang,Jasmin,Cyclamen,Rosewood,,,,,,,
UNITED COLORS OF BENETTON,Cold,27.95,EDT,Women,Spicy,"Amber, Frankincense, Musk, Patchouli, Vanilla, Vetiver","Coriander, Cumin, Pimiento",0,1,0.025125069483046138,10,Amber,Frankincense,Musk,Patchouli,Vanilla,Vetiver,,,,,,,Cori,er,Cumin,Pimiento,,,,,,,,
YSL,Supreme Bouquet,699.0,EDP,Unisex,Woody,"Amber, Musk and Patchouli","Tuberose, Jasmine and Ylang-Ylang",2,2,0.7711506392440244,6,Amber,Musk,Patchouli,,,,,,,,,,Tuberose,Jasmine,Ylang-Ylang,,,,,,,,,
TOMMY HILFIGER,Tommy,129.0,EDT,Men,Spicy,"Amber, Cactus And Cotton","Cranberry, Rose And Apple",1,1,0.13746525847693164,4,Amber,Cactus  Cotton,,,,,,,,,,,Cranberry,Rose  Apple,,,,,,,,,,
RALPH LAUREN,Safari,178.0,EDT,Men,Woody,"Leather, sandalwood, amber, patchouli, musk, oakmoss, cedar","Cyclamen, carnation, cinnamon, tarragon, jasmine, rose",1,1,0.19193996664813787,14,Leather,Salwood,Sandalwood,amber,patchouli,musk,oakmoss,cedar,,,,,Cyclamen,carnation,cinnamon,tarragon,jasmine,rose,,,,,,
EMPORIO ARMANI,Stronger With You,175.85,EDT,Men,Floral,"Amberwood, Cedar, Chestnut, Vanilla","Melon, Pineapple, Sage",1,1,0.1895497498610339,7,Amberwood,Cedar,Chestnut,Vanilla,,,,,,,,,Melon,Pineapple,Sage,,,,,,,,,
TED LAPIDUS,Rumba Passion Ted Lapidus,95.0,EDT,Women,Floral,"Patchouli, Vanilla And Honey",Jasmine And Rose,0,1,0.09966648137854364,3,Patchouli,Vanilla  Honey,,,,,,,,,,,Jasmine  Rose,,,,,,,,,,,
HUGO BOSS,Dark Blue,129.0,EDT,Men,Citrus,"Benzoin, Olibanum, Patchouli and Suede","Pelargonium, Cypress and Sage",1,1,0.13746525847693164,7,Benzoin,Olibanum,Patchouli,Suede,,,,,,,,,Pelargonium,Cypress,Sage,,,,,,,,,
BOUCHERON,Quatre,169.75,EDP,Women,Floral,"Caramel, Cashmere, Vanilla, White Musk","Apple, Jasmine, Fishing, Rose",0,2,0.18276820455808784,8,Caramel,Cashmere,Vanilla,White Musk,,,,,,,,,Apple,Jasmine,Fishing,Rose,,,,,,,,
DORALL COLLECTION,Molto Carina,8.55,EDT,Women,Woody,"Musk, Lactone, Woody Amber","Tropical Fruits, Peach, Jasmin, Water",0,1,0.003557531962201224,7,Musk,Lactone,Woody Amber,,,,,,,,,,Tropical Fruits,Peach,Jasmin,Water,,,,,,,,
armani,Stronger With You Intensely,336.0,EDP,Men,Sweet Aromatic,Ambery Woods,Vanilla,1,2,0.3675931072818232,2,Ambery Woods,,,,,,,,,,,,Vanilla,,,,,,,,,,,
PACO RABANNE,1 Million,173.0,EDT,Men,Woody,"Indian Patchouli, amber, woody notes and leather","Rose absolute, musk and cinnamon bark",1,1,0.18638132295719845,7,Indian Patchouli,amber,woody notes,leather,,,,,,,,,Rose absolute,musk,cinnamon bark,,,,,,,,,
VALENTINO,Valentina,241.0,EDP,Women,Floral,"Virginia Cedar,Vanilla,Amber","Strawberry,Tuberose,African Orange Flower,Jasmine",0,2,0.26197887715397444,7,Virginia Cedar,Vanilla,Amber,,,,,,,,,,Strawberry,Tuberose,African Orange Flower,Jasmine,,,,,,,,
Ard Al Zaafaran,Oud 24 Hours,47.0,EDP,Unisex,Fresh,"Amber, Incense, Sandalwood, Patchouli And Agarwood (oud)","Spicy Notes, Fruity Notes, Jasmine, Gardenia And Ylang-ylang",2,2,0.04630350194552529,9,Amber,Incense,Salwood,Sandalwood,Patchouli  Agarwood (oud),,,,,,,,Spicy Notes,Fruity Notes,Jasmine,Gardenia  Ylang-ylang,,,,,,,,
DKNY,Be Delicious,148.35,EDP,Women,Floral,White Amber and Woods,"Apple, Tuberose, White Muguet, Rose and Violet",0,2,0.15897720956086714,7,White Amber,Woods,,,,,,,,,,,Apple,Tuberose,White Muguet,Rose,Violet,,,,,,,
Estee Lauder,Modern Muse,239.7,EDP,Women,Floral,"Patchouli, Amber, Musk, Vanilla, Woodsy Note","Tuberose, Lily, Flower Petals, Honeysuckles, Jasmine Sambac, Chinee Jasmine",0,2,0.2605336297943302,11,Patchouli,Amber,Musk,Vanilla,Woodsy Note,,,,,,,,Tuberose,Lily,Flower Petals,Honeysuckles,Jasmine Sambac,Chinee Jasmine,,,,,,
CAROLINA HERRERA,Good Girl,213.15,EDP,Women,Arabian,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",0,2,0.23101723179544192,13,Tonka Bean,Cocoa,Salwood,Sandalwood,Praline,Cinnamon,Cedar,Cashmere Wood,,,,,Jasmine Sambac,Tuberose,Orris,Bulgarian Rose,Orange Blossom,,,,,,,
BURBERRY,Mr.Burberry,199.9,EDP,Men,Woody,"Sandalwood, Vetiver , Guaiac Wood","Birch Leaf, Nutmeg Oil , Cedar",1,2,0.21628682601445248,7,Salwood,Sandalwood,Vetiver,Guaiac Wood,,,,,,,,,Birch Leaf,Nutmeg Oil,Cedar,,,,,,,,,
Guerlain,Ideal,223.0,EDP,Men,Fruity,"Leather, Sandalwood, Tonka Beans","Bulgarian Rose, Cherry, Incense, Vanilla",1,2,0.24196775986659255,8,Leather,Salwood,Sandalwood,Tonka Beans,,,,,,,,,Bulgarian Rose,Cherry,Incense,Vanilla,,,,,,,,
GIORGIO ARMANI,Acqua Di Gio,464.9,EDT,Men,Citrus,"Amber, Oak moss, Musk and Cedar","Violet, Coriander, Small Coconut, Peach, Rose, Sea Notes, Freesia And Flower Of Love",1,1,0.5108949416342412,12,Amber,Oak moss,Musk,Cedar,,,,,,,,,Violet,Cori,er,Small Coconut,Peach,Rose,Sea Notes,Freesia  Flower Of Love,,,,
ELIE SAAB,Girl of Now Shine,192.0,EDP,Women,Arabian,"Iris, Jasmine, Sweet Vanilla And Patchouli",Roasted Almonds And Ylang-ylang,0,2,0.20750416898276822,4,Iris,Jasmine,Sweet Vanilla  Patchouli,,,,,,,,,,Roasted Almonds  Ylang-ylang,,,,,,,,,,,
NARCISO RODRIGUEZ,Narciso Rodriguez,215.75,EDP,Women,Spicy,"Patchouli, Sandalwood","Amber, Musk",0,2,0.2339077265147304,5,Patchouli,Salwood,Sandalwood,,,,,,,,,,Amber,Musk,,,,,,,,,,
Roberto Cavalli,Uomo,126.0,EDT,Men,Floral,Cedar,"Honey, Lavender",1,1,0.13413007226236798,3,Cedar,,,,,,,,,,,,Honey,Lavender,,,,,,,,,,
MONTBLANC,Emblem Absolu,116.0,EDT,Men,Spicy,"Patchouli, Vetiver and Moss","Pink Pepper, Lavender, Fruits and Honey",1,1,0.12301278488048917,7,Patchouli,Vetiver,Moss,,,,,,,,,,Pink Pepper,Lavender,Fruits,Honey,,,,,,,,
LACOSTE,Eau de Lacoste L. 12.12 Noir,85.0,EDT,Men,Spicy,"Dark Chocolate, Cashmeran, Coumarin And Patchouli","Basil, Verbena And Lavender",1,1,0.08854919399666482,5,Dark Chocolate,Cashmeran,Coumarin  Patchouli,,,,,,,,,,Basil,Verbena  Lavender,,,,,,,,,,
Calvin Klein,CKIN2U,82.9,EDT,Men,Citrus,"Vetiver, Cedar and White Musk",Cacao Pod,1,1,0.08621456364647027,4,Vetiver,Cedar,White Musk,,,,,,,,,,Cacao Pod,,,,,,,,,,,
Roberto Cavalli,Florence,166.8,EDP,Women,Floral,"Patchouli, Musk, Amber","Orange Blossom, Grapefruit Blossom, Hibiscus Seed",0,2,0.1794886047804336,6,Patchouli,Musk,Amber,,,,,,,,,,Orange Blossom,Grapefruit Blossom,Hibiscus Seed,,,,,,,,,
TOMMY HILFIGER,Tommy Hilfiger,124.9,EDT,Men,Spicy,"Amber, Cactus And Cotton Flower","Cranberry, Rose And Granny Smith Apple",1,1,0.1329071706503613,4,Amber,Cactus  Cotton Flower,,,,,,,,,,,Cranberry,Rose  Granny Smith Apple,,,,,,,,,,
LE CHAMEAU,Atelier Intense,71.25,EDT,Men,Arabian,"Vetyver, Amber, Musk, Oakmoss","Spicy, Sandalwood, Ceadarwood, Tonka",1,1,0.07326292384658144,9,Vetyver,Amber,Musk,Oakmoss,,,,,,,,,Spicy,Salwood,Sandalwood,Ceadarwood,Tonka,,,,,,,
LE CHAMEAU,Genesis Oud Malaki,73.0,EDT,Unisex,Arabian,Musk and Vetiver,"Agarwood, Apple, Patchouli and Amber",2,1,0.07520844913841024,6,Musk,Vetiver,,,,,,,,,,,Agarwood,Apple,Patchouli,Amber,,,,,,,,
AVON,Tomorrow,70.0,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,0,2,0.07187326292384659,6,Powdery,Floral,Woody,Balsamic,Rose,,,,,,,,Musk,,,,,,,,,,,
Salvatore Ferragamo,Signorina Eleganza,153.3,EDP,Women,Fruity,Patchouli And White Leather,Almond Powder And Golden Osmanthus Petals,0,2,0.1644802668148972,2,Patchouli  White Leather,,,,,,,,,,,,Almond Powder  Golden Osmanthus Petals,,,,,,,,,,,
Carrera,Pour Homme,43.5,EDT,Men,Woody,"Cedar, Tonka Bean, Musk, Leather, Sandalwood And Oakmoss","Anise, Ginger, Cloves And Jasmine",1,1,0.0424124513618677,9,Cedar,Tonka Bean,Musk,Leather,Salwood,alwood  Oakmoss,,,,,,,Anise,Ginger,Cloves  Jasmine,,,,,,,,,
DORALL COLLECTION,Nashwa,14.2,EDT,Women,Woody,"Amber, patchouli, vanilla, musk, sandalwood","Magnolia, gardenia, lily of the valley, freesia, jasmine",0,1,0.009838799332962757,11,Amber,patchouli,vanilla,musk,Salwood,Sandalwood,,,,,,,Magnolia,gardenia,lily of the valley,freesia,jasmine,,,,,,,
Calvin Klein,Euphoria,94.55,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood And Suede","Black Basil, Sage And Cedar",1,1,0.0991662034463591,5,Amber,Patchouli,Brazilian Redwood  Suede,,,,,,,,,,Black Basil,Sage  Cedar,,,,,,,,,,
HUGO BOSS,XX,158.65,EDT,Women,Fruity,"Amber, Musk, Sandalwood","Jasmine, Rice, Rose",0,1,0.17042801556420234,7,Amber,Musk,Salwood,Sandalwood,,,,,,,,,Jasmine,Rice,Rose,,,,,,,,,
Sedr Al-Khaleej Perfumes,Moon Light,34.3,EDP,Women,Citrus,"Tonka Bean, Cocoa, Sandalwood, Praline, Cinnamon, Cedar, Cashmere Wood","Jasmine Sambac, Tuberose, Orris, Bulgarian Rose, Orange Blossom",0,2,0.032184546970539185,13,Tonka Bean,Cocoa,Salwood,Sandalwood,Praline,Cinnamon,Cedar,Cashmere Wood,,,,,Jasmine Sambac,Tuberose,Orris,Bulgarian Rose,Orange Blossom,,,,,,,
Dunhill,Desire,84.95,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",1,1,0.08849360755975542,4,Vanilla,Musk  Labdanum,,,,,,,,,,,Rose,Teakwood  Patchouli,,,,,,,,,,
Dior,Sauvage,240.85,EDT,Men,Fresh,"Cedar, labdanum, ambroxan","Geranium, lavender, sichuan, pepper, elemi, pink pepper, vetiver, patchouli",1,1,0.26181211784324626,11,Cedar,labdanum,ambroxan,,,,,,,,,,Geranium,lavender,sichuan,pepper,elemi,pink pepper,vetiver,patchouli,,,,
TRUSSARDI,My Land,164.0,EDT,Men,Woody,"Leather, Vetiver and Tonka Bean","Lavender, Violet and Calone",1,1,0.17637576431350752,6,Leather,Vetiver,Tonka Bean,,,,,,,,,,Lavender,Violet,Calone,,,,,,,,,
Dupont,Passenger,95.0,EDT,Men,Woody,"Guaiac Wood, Benzoin","Ginger, Cardamom, Pink Pepper and Lavender",1,1,0.09966648137854364,6,Guaiac Wood,Benzoin,,,,,,,,,,,Ginger,Cardamom,Pink Pepper,Lavender,,,,,,,,
ANGEL SCHLESSER,Essential,103.95,EDP,Women,Oriental,"Sandal Wood, Musk And Vetiver","Peony, Violet, Freesia And Bulgarian Rose",0,2,0.1096164535853252,6,Salwood,al Wood,Musk  Vetiver,,,,,,,,,,Peony,Violet,Freesia  Bulgarian Rose,,,,,,,,,
Calvin Klein,Euphoria,91.95,EDT,Men,Woody,"Amber, Patchouli, Brazilian Redwood, Suede","Black Basil, Sage, Cedar",1,1,0.0962757087270706,7,Amber,Patchouli,Brazilian Redwood,Suede,,,,,,,,,Black Basil,Sage,Cedar,,,,,,,,,
PACO RABANNE,Pour Homme,136.05,EDT,Men,Woody,"Honey, Amber, Musk, Oakmoss","Tonka Bean, Lavender, Geranium",1,1,0.1453029460811562,7,Honey,Amber,Musk,Oakmoss,,,,,,,,,Tonka Bean,Lavender,Geranium,,,,,,,,,
MONTBLANC,Starwalker,125.55,EDT,Men,Woody,"Ginger, Fir Resin, Nutmeg, Amber","Sandalwood, White Musk, Cedar",1,1,0.13362979433018343,8,Ginger,Fir Resin,Nutmeg,Amber,,,,,,,,,Salwood,Sandalwood,White Musk,Cedar,,,,,,,,
DORALL COLLECTION,Classic Black,8.8,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",1,1,0.0038354641467481946,7,Chocolate,cashmere Wood,Patchouli,Tonka Bean,,,,,,,,,Basil,Verbena,Lavender,,,,,,,,,
S.T.Dupont,Essence Pure,84.6,EDT,Women,Citrus,"Amber, Patchouli, Vanilla And Cedar",Jasmine And Rose,0,1,0.08810450250138967,4,Amber,Patchouli,Vanilla  Cedar,,,,,,,,,,Jasmine  Rose,,,,,,,,,,,
S.T.Dupont,Passenger Spray,124.7,EDP,Women,Fruity,Sandalwood and Musk,"Redolent with Cyclamen, Gardenia, Rose and Iris",0,2,0.13268482490272374,7,Salwood,Sandalwood,Musk,,,,,,,,,,Redolent with Cyclamen,Gardenia,Rose,Iris,,,,,,,,
DAVIDOFF,Zino,81.55,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli and Vanilla","Muguet, Rose, Jasmine and Geranium",1,1,0.08471372984991662,11,Tonka,Salwood,al,Amber,Cedar,Patchouli,Vanilla,,,,,,Muguet,Rose,Jasmine,Geranium,,,,,,,,
Ajmal,Evoke,150.05,EDP,Women,Floral,"Patchouli, Vanilla And Moss","Jasmine, Rose And Orris",0,2,0.16086714841578656,4,Patchouli,Vanilla  Moss,,,,,,,,,,,Jasmine,Rose  Orris,,,,,,,,,,
Guerlain,Idylle,259.7,EDP,Women,Floral,"Musk, Patchouli","Jasmine, Lilac, Lily, Lily Of The Valley, Peony",0,2,0.2827682045580878,7,Musk,Patchouli,,,,,,,,,,,Jasmine,Lilac,Lily,Lily Of The Valley,Peony,,,,,,,
CHOPARD,Wish,96.0,EDP,Women,Oriental,"Patchouli, Caramel, Amber, Sandalwood, Vanilla","Honey, Milk, Lily Of The Valley, Orchid, Violet, Jasmine, Heliotrope, Osmanthus, and Magnolia",0,2,0.10077821011673152,16,Patchouli,Caramel,Amber,Salwood,Sandalwood,Vanilla,,,,,,,Honey,Milk,Lily Of The Valley,Orchid,Violet,Jasmine,Heliotrope,Osmanthus,,Magnolia,,
PACO RABANNE,Olympêa,150.0,EDP,Women,Floral,"Sandalwood, Cashmere and Ambergris",Vanilla,0,2,0.16081156197887717,5,Salwood,Sandalwood,Cashmere,Ambergris,,,,,,,,,Vanilla,,,,,,,,,,,
CHOPARD,Happy Spirit,152.15,EDP,Women,Floral,"Amber, Cashmere Wood, Musk","Honeysuckle, Osmanthus",0,2,0.1632017787659811,5,Amber,Cashmere Wood,Musk,,,,,,,,,,Honeysuckle,Osmanthus,,,,,,,,,,
CARTIER,Pasha de Cartier,185.25,EDT,Men,Aromatic,"Oakmoss, Sandalwood, Patchouli, Labdanum","Coriander, Brazilian Rosewood",1,1,0.2,8,Oakmoss,Salwood,Sandalwood,Patchouli,Labdanum,,,,,,,,Cori,er,Brazilian Rosewood,,,,,,,,,
PACO RABANNE,Olympea,134.0,EDP,Women,Floral,"Cashmere, Sandalwood, Ambergris",Salted Vanilla,0,2,0.14302390216787106,5,Cashmere,Salwood,Sandalwood,Ambergris,,,,,,,,,Salted Vanilla,,,,,,,,,,,
jennifer lopez,Live,104.0,EDP,Women,Fruity,"Tonka Bean, Sensual, Rich, Creamy Buttery Lactonic Caramel","Uity Red Currant Blossoms, Violet",0,2,0.10967204002223459,6,Tonka Bean,Sensual,Rich,Creamy Buttery Lactonic Caramel,,,,,,,,,Uity Red Currant Blossoms,Violet,,,,,,,,,,
Yves Saint Laurent,Black Opium Nuit Blanche,266.9,EDP,Women,Spicy,"Vanilla Absolute, Sandalwood, White Musk","Orange Blossom Absolute, Black Opium Coffee",0,2,0.29077265147304054,6,Vanilla Absolute,Salwood,Sandalwood,White Musk,,,,,,,,,Orange Blossom Absolute,Black Opium Coffee,,,,,,,,,,
Calvin Klein,Euphoria Intense,99.0,EDT,Men,Spicy,"Cashmere Woods, Madagascar Vanilla, Burnt Amber and Australian Sandalwood","Black Basil, Sage, Cedar, Vetiver",1,1,0.10411339633129517,9,Cashmere Woods,Madagascar Vanilla,Burnt Amber,Australian S,Sandalwood,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,
PACO RABANNE,Paco Rabanne,133.7,EDT,Men,Woody,"Tobacco, Oakmoss And Musk","Lavender, Thyme And Tarragon",1,1,0.14269038354641467,4,Tobacco,Oakmoss  Musk,,,,,,,,,,,Lavender,Thyme  Tarragon,,,,,,,,,,
Ajmal,Sacrifice,75.9,EDP,Women,Floral,"Woody, Oriental and Musky","Floral, Musky",0,2,0.0784324624791551,5,Woody,Oriental,Musky,,,,,,,,,,Floral,Musky,,,,,,,,,,
BVLGARI,Petits Et Mamans,197.75,EDT,Women,Floral,Iris and Vanilla,White Peach,0,1,0.21389660922734854,3,Iris,Vanilla,,,,,,,,,,,White Peach,,,,,,,,,,,
Ferrari,Scuderia Black,98.5,EDT,Men,Fruity,"Cedar, Amber, Musk and Vanilla","Cardamom, Cinnamon, Rose and Jasmine",1,1,0.10355753196220123,8,Cedar,Amber,Musk,Vanilla,,,,,,,,,Cardamom,Cinnamon,Rose,Jasmine,,,,,,,,
TRUSSARDI,My Name,228.0,EDP,Women,Floral,"Dry Amber, Vanilla",Lilac And Musk,0,2,0.24752640355753197,3,Dry Amber,Vanilla,,,,,,,,,,,Lilac  Musk,,,,,,,,,,,
VERSACE,Crystal Noir,183.45,EDT,Women,Arabian,"Sandalwood, Musk and Amber","Orange Blossom, Peony, Gardenia and Coconut",0,1,0.1979988882712618,8,Salwood,Sandalwood,Musk,Amber,,,,,,,,,Orange Blossom,Peony,Gardenia,Coconut,,,,,,,,
Calvin Klein,Intense Euphoria,109.95,EDT,Men,Spicy,"Labdanum, Amber, Patchouli, Agarwood, Myrrh","Black Basil, Sage, Cedar, Vetiver",1,1,0.11628682601445248,9,Labdanum,Amber,Patchouli,Agarwood,Myrrh,,,,,,,,Black Basil,Sage,Cedar,Vetiver,,,,,,,,
PACO RABANNE,One Million Lucky,257.15,EDT,Men,Woody,"White cedar, patchouli, amber wood, vanilla","Hazelnut, Cedar and Jasmine",1,1,0.27993329627570873,7,White cedar,patchouli,amber wood,vanilla,,,,,,,,,Hazelnut,Cedar,Jasmine,,,,,,,,,
HERMES,Terre D' Hermes,173.0,EDT,Men,Citrus,"woody notes, patchouli and cedar",geranium,1,1,0.18638132295719845,4,woody notes,patchouli,cedar,,,,,,,,,,geranium,,,,,,,,,,,
Alrehab,Anfas Aloud,85.5,EDP,Unisex,Arabian,oud,bergamot,2,2,0.08910505836575876,2,oud,,,,,,,,,,,,bergamot,,,,,,,,,,,
EMPORIO ARMANI,Because It's You,154.7,EDP,Women,Floral,"Musk, Vanilla and Amberwood",Rose,0,2,0.1660366870483602,4,Musk,Vanilla,Amberwood,,,,,,,,,,Rose,,,,,,,,,,,
Genie,London Burberry,14.95,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",0,2,0.010672595886603669,3,Wood  Musk,,,,,,,,,,,,Jasmine,Tiare Flower  Soft Peony,,,,,,,,,,
Roberto Cavalli,Women,103.0,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,0,2,0.1085603112840467,4,Benzoin,Tonka Beans,Vanilla,,,,,,,,,,Orange Tree Blossom,,,,,,,,,,,
LALIQUE,Lalique,249.0,EDP,Women,Woody,"White Musk,Sandalwood,Vanilla","Blackberry,Cassis,Pear",0,2,0.27087270705947747,7,White Musk,Salwood,Sandalwood,Vanilla,,,,,,,,,Blackberry,Cassis,Pear,,,,,,,,,
Franck Olivier,Oud Touch,93.0,EDP,Men,Woody,"Amber, Musk And Vanilla","Violet, Patchouli, Rose, Jasmine And Olibanum",1,2,0.09744302390216787,6,Amber,Musk  Vanilla,,,,,,,,,,,Violet,Patchouli,Rose,Jasmine  Olibanum,,,,,,,,
TOMMY HILFIGER,Tommy,130.0,EDT,Men,Spicy,"Amber, Cactus, Cotton Plant Blossom","Apple, Cranberries, Rose",1,1,0.13857698721511952,6,Amber,Cactus,Cotton Plant Blossom,,,,,,,,,,Apple,Cranberries,Rose,,,,,,,,,
Elizabeth Arden,5th Avenue,93.0,EDP,Women,Floral,"Amber, Tibetan Musk, Sandalwood, Iris and Vanilla","Bulgarian Pink Violet, Ylang-ylang, Jasmine, Indian Tuberose, Peach, Carnation and Nutmeg",0,2,0.09744302390216787,13,Amber,Tibetan Musk,Salwood,Sandalwood,Iris,Vanilla,,,,,,,Bulgarian Pink Violet,Ylang-ylang,Jasmine,Indian Tuberose,Peach,Carnation,Nutmeg,,,,,
ELIE SAAB,Girl Of Now,250.0,EDP,Women,Floral,"Patchouli,Cashmeran,Tonka bean, Almod milk","Orange Blossom,Magnoli,Almond",0,2,0.2719844357976654,7,Patchouli,Cashmeran,Tonka bean,Almod milk,,,,,,,,,Orange Blossom,Magnoli,Almond,,,,,,,,,
PACO RABANNE,One Million,287.95,EDT,Men,Woody,Blonde Leather Patchouli White Woods Amber,Rose Absolute And Cinnamon Spices,1,1,0.31417454141189544,2,Blonde Leather Patchouli White Woods Amber,,,,,,,,,,,,Rose Absolute  Cinnamon Spices,,,,,,,,,,,
cacharel,Noa,154.75,EDT,Women,Fresh,"Woodsy transparent with coffee, incense touches","White flowers, ylang-ylang, rose",0,1,0.1660922734852696,5,Woodsy transparent with coffee,incense touches,,,,,,,,,,,White flowers,ylang-ylang,rose,,,,,,,,,
GUESS,Seductive Homme,91.75,EDT,Men,Spicy,"Musk, Sandalwood, Patchouli, Amber","Vetiver, Violet Leaf, Orchid",1,1,0.09605336297943302,8,Musk,Salwood,Sandalwood,Patchouli,Amber,,,,,,,,Vetiver,Violet Leaf,Orchid,,,,,,,,,
Al Fakhr,Ameer Al Oud Khususi,12.0,EDP,Unisex,"Woody, Sweet","Sandalwood, Cedarwood","Black Pepper, Cardamom",2,2,0.007392996108949417,5,Salwood,Sandalwood,Cedarwood,,,,,,,,,,Black Pepper,Cardamom,,,,,,,,,,
Givenchy,Pour Homme,117.0,EDT,Men,Spicy,"Labdanum, Ceder","Vetiver, Lavender",1,1,0.12412451361867705,4,Labdanum,Ceder,,,,,,,,,,,Vetiver,Lavender,,,,,,,,,,
